time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-7.94282831762e-07,1.99169658641e-06,10.0006992602,0.000447890143095,0.000145027770804,0.0,-4.46445150927e-05,0.00011481124753,0.0233082055522,-0.00862872544481,-0.00554081849405,0.0,411.2182015776157,410.72721687554474,413.106442091907,412.3450729779173
0.12000000000000001,-2.74540124578e-05,1.70428352531e-05,10.0076008123,6.28312284131,0.00534727895028,0.0,-0.00141081691718,0.000328146794796,0.206726424647,-0.00830422166273,0.0190585260065,0.0,461.216658748494,463.1550509604042,463.03150898945955,463.05715483196997
0.18,-0.000272576663042,5.46240036655e-05,10.0311746438,0.00398249978979,0.0065628176373,0.0,-0.00692950146481,0.00146857811745,0.578953284184,0.0138758713824,0.0210339041695,0.0,515.9598117417538,516.0991380821855,515.568096447372,517.1325743444069
0.23999999999999996,-0.000846374073356,0.000239125854588,10.0711516969,0.00531424816356,0.00851851809053,0.0,-0.0124084439354,0.00482411150169,0.753513757506,0.0205080494942,0.0290359935998,0.0,459.83393302470097,460.46735286646015,460.24736815774884,460.7718042021359
0.3,-0.00177689759122,0.000657485588061,10.1197214705,0.00942281656736,0.0103460962539,0.0,-0.0187956599378,0.00956761614483,0.865395417827,0.000685180134992,0.031255000535,0.0,440.09156562002494,440.27545784308955,443.1601072774502,441.5278478165719
0.36000000000000004,-0.00314850056302,0.00144638706774,10.1766391888,0.00965651900021,0.0127113656985,0.0,-0.0271801639402,0.016760791514,1.03172294443,-0.00546963529151,0.0378160694014,0.0,458.2623295252561,458.78390820776247,458.2444432648229,457.7550138857725
0.4200000000000001,-0.00505650953184,0.00268070291049,10.2414530551,0.0180445603417,0.0165916999074,0.0,-0.0368284108058,0.0252020714924,1.12863203532,0.0256937399033,0.0226586602414,0.0,437.9041736513522,436.64209258607593,435.5078341677687,438.10631572298803
0.48000000000000015,-0.00762212556586,0.00457088022536,10.3119254408,0.0204244251371,0.0214299677562,0.0,-0.0491587999306,0.0380531326256,1.22033993351,0.0143927133672,0.0419253306048,0.0,435.03802788214364,436.64841054825035,435.87925017465307,434.93393013980574
0.5400000000000001,-0.0110107828713,0.00726541586821,10.3874622068,0.0213565699498,0.0244858083532,0.0,-0.0640892330733,0.0518527896336,1.29745835389,0.0163023287708,0.0488662834028,0.0,431.226486449636,431.8135264041422,430.7667569751275,430.92809677939005
0.6000000000000002,-0.0153932868963,0.0108387346876,10.4688876433,0.0237274355063,0.0285712665091,0.0,-0.0824328495092,0.067490579617,1.41656468425,0.0280856042664,0.0358398689787,0.0,444.88766202361813,443.82105169488653,444.61996655031794,445.5841895047392
0.6600000000000003,-0.021082365189,0.0155125452023,10.5618565721,0.0268879262623,0.0307387255689,0.0,-0.107466454606,0.0887123107014,1.68202723923,0.0135257741737,0.0365074326526,0.0,489.66071571222835,489.7108210392333,488.2346832001606,487.1472944484508
0.7200000000000003,-0.0282501910562,0.0214462927786,10.6675757195,0.0287747964646,0.0373146553815,0.0,-0.132209191934,0.109269401893,1.84166748327,0.0237484676985,0.0123356193723,0.0,459.4037635307608,457.48352267353863,457.910877887182,458.7232260635858
0.7800000000000004,-0.0371077577769,0.0287532411319,10.7847185891,0.0396524649645,0.0408225000731,0.0,-0.163473178845,0.135629311873,2.06265680386,-0.0111527467168,-0.00712810131286,0.0,478.97506507724995,477.49255732692313,477.5913921135513,474.9221001506901
0.8400000000000004,-0.0478387044345,0.0377849411717,10.9134257735,0.0390062541914,0.0403848909725,0.0,-0.194165173292,0.165341509668,2.22727689407,-0.010304703536,-0.00782889787787,0.0,461.81791120097824,461.76274902087266,460.91935067376636,460.98649270684683
0.9000000000000005,-0.0604364408989,0.048636114041,11.052856819,0.0429747105312,0.0402270099287,0.0,-0.225720437518,0.196781470112,2.42001427319,0.0119867993787,-0.00279490431994,0.0,470.44183729169936,470.83154787697515,469.38281896003343,471.10954649563274
0.9600000000000005,-0.0749567978194,0.0614869431677,11.2045697755,0.0441923834714,0.0406715840122,0.0,-0.258338048342,0.231694963171,2.63659466285,0.018613388333,-0.0126500482069,0.0,477.91615846412066,477.1645316591581,478.8002759150754,479.30401536519383
1.0200000000000005,-0.0913939132317,0.0764255845346,11.3680713206,0.0490068993993,0.0406021649193,0.0,-0.289553847193,0.266810490101,2.81300431325,-0.00368556052093,-0.0230256048518,0.0,468.46291374180294,467.65554833342867,467.7244703297261,465.9845134831412
1.0800000000000005,-0.109477077593,0.0932965928324,11.5367113134,0.0500005017323,0.0394782240643,0.0,-0.313119289803,0.295653012241,2.80833385098,-0.017018490359,-0.0185378367682,0.0,410.8419163825766,411.23958345747013,411.2007779643784,410.0180422446506
1.1400000000000006,-0.128985368769,0.111941566998,11.7055477923,0.0521953287976,0.04212633647,0.0,-0.337374738671,0.326020899116,2.81949508057,0.00146277334576,0.00153856724793,0.0,414.95190857447443,416.7106954194297,415.708955013434,417.32534868541086
1.2000000000000006,-0.150359255645,0.132859622529,11.8830439375,0.0522919115811,0.049359258811,0.0,-0.375948812204,0.371221343016,3.09627854876,-0.00131758817521,0.0296355495643,0.0,497.53370612347294,499.5864677288974,496.64288121388375,496.4389023094873
1.2600000000000007,-0.173941102739,0.156197718096,12.0714475915,0.0534001666543,0.054189134773,0.0,-0.410605749368,0.406822246327,3.18355699228,-0.0145141027671,0.00926127587276,0.0,443.72465771869224,442.0489450390081,443.18747308718423,442.101547542373
