episode,total_reward
1,610.7734553033584
2,-142.75077974096658
3,-89.10798171862771
4,-75.6773730682205
5,-161.58259479241747
6,-83.72687928880174
7,-92.49535287085175
8,-73.71627943946646
9,-77.22938388414283
10,-92.20491738426406
11,-77.95080769901097
12,-85.15996412429327
13,-85.47924137042968
14,-60.6295535566977
15,-125.88498519209487
16,675.19305576951
17,621.8470080047981
18,-231.80611139731843
19,-94.87844586245811
20,-69.05278048395505
21,-134.5787347322891
22,-94.03642941127913
23,-59.646263284404206
24,-71.8199252488667
25,-58.40028225747126
26,-73.83463129693696
27,-85.52364719431979
28,-87.55005276867362
29,-83.51176734722905
30,-55.51484388214742
31,-61.62056976526678
32,-73.11645071874298
33,-94.68569475253605
34,-73.733994324997
35,-64.44966173635278
36,-90.26988430134664
37,-74.74864510260974
38,-90.72788300950594
39,-58.48382775292603
40,-89.38954500377926
41,-74.70898350607939
42,280.51066034610267
43,-55.14410649669864
44,-90.761411644057
45,-85.09443390861283
46,-88.19695274426283
47,-82.23275433126271
48,-45.909437448425614
49,670.2136937257399
50,695.8029409175134
51,702.9131557430712
52,703.6738265029427
53,704.4017359455764
54,703.8764472737997
55,704.1709411546032
56,704.5183741157199
57,704.4471240251078
58,703.0584386423891
59,704.8453933728749
60,705.0912947802539
61,704.4112099747239
62,703.8900254228517
63,704.5456934512481
64,704.7727500922779
65,704.5682665326134
66,702.4464365180901
67,704.3750459064905
68,705.3646338639376
69,705.3797521928085
70,704.6810313550676
71,704.5367047988482
72,703.764032395049
73,704.9322614790481
74,703.6254017000953
75,704.2151804454483
76,704.7487038252976
77,703.7457389444297
78,703.5351943850666
79,704.7417047659097
80,705.0482009835108
81,705.1682112172889
82,705.2073071420767
83,705.0738630655369
84,703.2573567360581
85,704.2341773292206
86,703.4478668959359
87,703.2266808890581
88,704.4284017392466
89,704.9114424657373
90,705.389789470669
91,704.4132604621072
92,704.2318660062191
93,704.5065785471049
94,705.0616273043177
95,704.3579731884267
96,704.1311633105145
97,704.3369150508332
98,703.9751567542879
99,704.7915880088211
100,704.6994730032494
101,703.3642807998605
102,704.5772889337308
103,705.1496318552207
104,704.4410514077847
105,704.5209080423474
106,704.6908213955732
107,704.1018147917835
108,705.5603394162168
109,704.2273221216534
110,703.2255300799422
111,703.9196236810199
112,703.016040487188
113,704.3278220913443
114,704.9339800635771
115,704.809624683261
116,703.563554850172
117,705.3371170346801
118,705.3959571923392
119,704.3877834883862
120,704.757645277581
121,704.5255950822241
122,705.0895316924199
123,705.0854462363408
124,704.0574333512473
125,703.4676002881033
126,704.4021982718024
127,704.7338097739928
128,703.9723010605549
129,703.7560022190276
130,703.2668887000311
131,705.2263486876841
132,703.9346712499408
133,705.1459316539779
134,703.7200401733484
135,701.6874782692745
136,704.2466779173023
137,704.1815310680292
138,705.2273107247269
139,705.067900052501
140,705.5577579717786
141,700.6224428459622
142,704.3636357054314
143,704.401898841972
144,703.9103887746301
145,702.4918096131648
146,704.138706103283
147,704.8418061603795
148,704.5534906868328
149,702.0212178684272
